№,Продукт,"Дни просрочки",Сцепка,"Вероятность взыскания","Ставка резерва",База,"Расчет суммы",Потери,База,Расчет,Потери,"Истина/ Ложь для резерва по стандартному сценарию","Истина/ Ложь для резерва по сценарию реструктуризации"
3660,Экспресс-кредитование,59,Экспресс-кредитование59,0.9,0.1094,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3661,Экспресс-кредитование,60,Экспресс-кредитование60,0.45337454971289,0.1094,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3662,Экспресс-кредитование,61,Экспресс-кредитование61,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3663,Экспресс-кредитование,62,Экспресс-кредитование62,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3664,Экспресс-кредитование,63,Экспресс-кредитование63,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3665,Экспресс-кредитование,64,Экспресс-кредитование64,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3666,Экспресс-кредитование,65,Экспресс-кредитование65,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3667,Экспресс-кредитование,66,Экспресс-кредитование66,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3668,Экспресс-кредитование,67,Экспресс-кредитование67,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3669,Экспресс-кредитование,68,Экспресс-кредитование68,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3670,Экспресс-кредитование,69,Экспресс-кредитование69,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3671,Экспресс-кредитование,70,Экспресс-кредитование70,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3672,Экспресс-кредитование,71,Экспресс-кредитование71,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3673,Экспресс-кредитование,72,Экспресс-кредитование72,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3674,Экспресс-кредитование,73,Экспресс-кредитование73,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3675,Экспресс-кредитование,74,Экспресс-кредитование74,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3676,Экспресс-кредитование,75,Экспресс-кредитование75,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3677,Экспресс-кредитование,76,Экспресс-кредитование76,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3678,Экспресс-кредитование,77,Экспресс-кредитование77,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3679,Экспресс-кредитование,78,Экспресс-кредитование78,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3680,Экспресс-кредитование,79,Экспресс-кредитование79,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3681,Экспресс-кредитование,80,Экспресс-кредитование80,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3682,Экспресс-кредитование,81,Экспресс-кредитование81,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3683,Экспресс-кредитование,82,Экспресс-кредитование82,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3684,Экспресс-кредитование,83,Экспресс-кредитование83,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3685,Экспресс-кредитование,84,Экспресс-кредитование84,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3686,Экспресс-кредитование,85,Экспресс-кредитование85,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3687,Экспресс-кредитование,86,Экспресс-кредитование86,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3688,Экспресс-кредитование,87,Экспресс-кредитование87,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3689,Экспресс-кредитование,88,Экспресс-кредитование88,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3690,Экспресс-кредитование,89,Экспресс-кредитование89,0.45337454971289,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3691,Экспресс-кредитование,90,Экспресс-кредитование90,0.33304094133241,0.3567,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3692,Экспресс-кредитование,91,Экспресс-кредитование91,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3693,Экспресс-кредитование,92,Экспресс-кредитование92,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3694,Экспресс-кредитование,93,Экспресс-кредитование93,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3695,Экспресс-кредитование,94,Экспресс-кредитование94,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3696,Экспресс-кредитование,95,Экспресс-кредитование95,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3697,Экспресс-кредитование,96,Экспресс-кредитование96,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3698,Экспресс-кредитование,97,Экспресс-кредитование97,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3699,Экспресс-кредитование,98,Экспресс-кредитование98,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3700,Экспресс-кредитование,99,Экспресс-кредитование99,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3701,Экспресс-кредитование,100,Экспресс-кредитование100,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3702,Экспресс-кредитование,101,Экспресс-кредитование101,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3703,Экспресс-кредитование,102,Экспресс-кредитование102,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3704,Экспресс-кредитование,103,Экспресс-кредитование103,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3705,Экспресс-кредитование,104,Экспресс-кредитование104,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3706,Экспресс-кредитование,105,Экспресс-кредитование105,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3707,Экспресс-кредитование,106,Экспресс-кредитование106,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3708,Экспресс-кредитование,107,Экспресс-кредитование107,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3709,Экспресс-кредитование,108,Экспресс-кредитование108,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3710,Экспресс-кредитование,109,Экспресс-кредитование109,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3711,Экспресс-кредитование,110,Экспресс-кредитование110,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3712,Экспресс-кредитование,111,Экспресс-кредитование111,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3713,Экспресс-кредитование,112,Экспресс-кредитование112,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3714,Экспресс-кредитование,113,Экспресс-кредитование113,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3715,Экспресс-кредитование,114,Экспресс-кредитование114,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3716,Экспресс-кредитование,115,Экспресс-кредитование115,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3717,Экспресс-кредитование,116,Экспресс-кредитование116,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3718,Экспресс-кредитование,117,Экспресс-кредитование117,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3719,Экспресс-кредитование,118,Экспресс-кредитование118,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3720,Экспресс-кредитование,119,Экспресс-кредитование119,0.33304094133241,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3721,Экспресс-кредитование,120,Экспресс-кредитование120,0.27532623565271,0.5096,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3722,Экспресс-кредитование,121,Экспресс-кредитование121,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3723,Экспресс-кредитование,122,Экспресс-кредитование122,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3724,Экспресс-кредитование,123,Экспресс-кредитование123,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3725,Экспресс-кредитование,124,Экспресс-кредитование124,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3726,Экспресс-кредитование,125,Экспресс-кредитование125,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3727,Экспресс-кредитование,126,Экспресс-кредитование126,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3728,Экспресс-кредитование,127,Экспресс-кредитование127,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3729,Экспресс-кредитование,128,Экспресс-кредитование128,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3730,Экспресс-кредитование,129,Экспресс-кредитование129,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3731,Экспресс-кредитование,130,Экспресс-кредитование130,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3732,Экспресс-кредитование,131,Экспресс-кредитование131,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3733,Экспресс-кредитование,132,Экспресс-кредитование132,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3734,Экспресс-кредитование,133,Экспресс-кредитование133,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3735,Экспресс-кредитование,134,Экспресс-кредитование134,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3736,Экспресс-кредитование,135,Экспресс-кредитование135,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3737,Экспресс-кредитование,136,Экспресс-кредитование136,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3738,Экспресс-кредитование,137,Экспресс-кредитование137,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3739,Экспресс-кредитование,138,Экспресс-кредитование138,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3740,Экспресс-кредитование,139,Экспресс-кредитование139,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3741,Экспресс-кредитование,140,Экспресс-кредитование140,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3742,Экспресс-кредитование,141,Экспресс-кредитование141,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3743,Экспресс-кредитование,142,Экспресс-кредитование142,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3744,Экспресс-кредитование,143,Экспресс-кредитование143,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3745,Экспресс-кредитование,144,Экспресс-кредитование144,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3746,Экспресс-кредитование,145,Экспресс-кредитование145,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3747,Экспресс-кредитование,146,Экспресс-кредитование146,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3748,Экспресс-кредитование,147,Экспресс-кредитование147,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3749,Экспресс-кредитование,148,Экспресс-кредитование148,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3750,Экспресс-кредитование,149,Экспресс-кредитование149,0.27532623565271,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3751,Экспресс-кредитование,150,Экспресс-кредитование150,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3752,Экспресс-кредитование,151,Экспресс-кредитование151,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3753,Экспресс-кредитование,152,Экспресс-кредитование152,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3754,Экспресс-кредитование,153,Экспресс-кредитование153,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3755,Экспресс-кредитование,154,Экспресс-кредитование154,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3756,Экспресс-кредитование,155,Экспресс-кредитование155,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3757,Экспресс-кредитование,156,Экспресс-кредитование156,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3758,Экспресс-кредитование,157,Экспресс-кредитование157,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3759,Экспресс-кредитование,158,Экспресс-кредитование158,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3760,Экспресс-кредитование,159,Экспресс-кредитование159,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3761,Экспресс-кредитование,160,Экспресс-кредитование160,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3762,Экспресс-кредитование,161,Экспресс-кредитование161,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3763,Экспресс-кредитование,162,Экспресс-кредитование162,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3764,Экспресс-кредитование,163,Экспресс-кредитование163,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3765,Экспресс-кредитование,164,Экспресс-кредитование164,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3766,Экспресс-кредитование,165,Экспресс-кредитование165,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3767,Экспресс-кредитование,166,Экспресс-кредитование166,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3768,Экспресс-кредитование,167,Экспресс-кредитование167,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3769,Экспресс-кредитование,168,Экспресс-кредитование168,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3770,Экспресс-кредитование,169,Экспресс-кредитование169,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3771,Экспресс-кредитование,170,Экспресс-кредитование170,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3772,Экспресс-кредитование,171,Экспресс-кредитование171,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3773,Экспресс-кредитование,172,Экспресс-кредитование172,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3774,Экспресс-кредитование,173,Экспресс-кредитование173,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3775,Экспресс-кредитование,174,Экспресс-кредитование174,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3776,Экспресс-кредитование,175,Экспресс-кредитование175,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3777,Экспресс-кредитование,176,Экспресс-кредитование176,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3778,Экспресс-кредитование,177,Экспресс-кредитование177,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3779,Экспресс-кредитование,178,Экспресс-кредитование178,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3780,Экспресс-кредитование,179,Экспресс-кредитование179,0.2339748398055,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3781,Экспресс-кредитование,180,Экспресс-кредитование180,0.20588397129284,0.7159,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3782,Экспресс-кредитование,181,Экспресс-кредитование181,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3783,Экспресс-кредитование,182,Экспресс-кредитование182,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3784,Экспресс-кредитование,183,Экспресс-кредитование183,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3785,Экспресс-кредитование,184,Экспресс-кредитование184,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3786,Экспресс-кредитование,185,Экспресс-кредитование185,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3787,Экспресс-кредитование,186,Экспресс-кредитование186,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3788,Экспресс-кредитование,187,Экспресс-кредитование187,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3789,Экспресс-кредитование,188,Экспресс-кредитование188,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3790,Экспресс-кредитование,189,Экспресс-кредитование189,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3791,Экспресс-кредитование,190,Экспресс-кредитование190,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3792,Экспресс-кредитование,191,Экспресс-кредитование191,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3793,Экспресс-кредитование,192,Экспресс-кредитование192,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3794,Экспресс-кредитование,193,Экспресс-кредитование193,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3795,Экспресс-кредитование,194,Экспресс-кредитование194,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3796,Экспресс-кредитование,195,Экспресс-кредитование195,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3797,Экспресс-кредитование,196,Экспресс-кредитование196,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3798,Экспресс-кредитование,197,Экспресс-кредитование197,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3799,Экспресс-кредитование,198,Экспресс-кредитование198,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3800,Экспресс-кредитование,199,Экспресс-кредитование199,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3801,Экспресс-кредитование,200,Экспресс-кредитование200,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3802,Экспресс-кредитование,201,Экспресс-кредитование201,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3803,Экспресс-кредитование,202,Экспресс-кредитование202,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3804,Экспресс-кредитование,203,Экспресс-кредитование203,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3805,Экспресс-кредитование,204,Экспресс-кредитование204,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3806,Экспресс-кредитование,205,Экспресс-кредитование205,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3807,Экспресс-кредитование,206,Экспресс-кредитование206,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3808,Экспресс-кредитование,207,Экспресс-кредитование207,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3809,Экспресс-кредитование,208,Экспресс-кредитование208,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3810,Экспресс-кредитование,209,Экспресс-кредитование209,0.20588397129284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3811,Экспресс-кредитование,210,Экспресс-кредитование210,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3812,Экспресс-кредитование,211,Экспресс-кредитование211,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3813,Экспресс-кредитование,212,Экспресс-кредитование212,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3814,Экспресс-кредитование,213,Экспресс-кредитование213,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3815,Экспресс-кредитование,214,Экспресс-кредитование214,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3816,Экспресс-кредитование,215,Экспресс-кредитование215,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3817,Экспресс-кредитование,216,Экспресс-кредитование216,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3818,Экспресс-кредитование,217,Экспресс-кредитование217,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3819,Экспресс-кредитование,218,Экспресс-кредитование218,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3820,Экспресс-кредитование,219,Экспресс-кредитование219,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3821,Экспресс-кредитование,220,Экспресс-кредитование220,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3822,Экспресс-кредитование,221,Экспресс-кредитование221,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3823,Экспресс-кредитование,222,Экспресс-кредитование222,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3824,Экспресс-кредитование,223,Экспресс-кредитование223,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3825,Экспресс-кредитование,224,Экспресс-кредитование224,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3826,Экспресс-кредитование,225,Экспресс-кредитование225,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3827,Экспресс-кредитование,226,Экспресс-кредитование226,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3828,Экспресс-кредитование,227,Экспресс-кредитование227,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3829,Экспресс-кредитование,228,Экспресс-кредитование228,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3830,Экспресс-кредитование,229,Экспресс-кредитование229,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3831,Экспресс-кредитование,230,Экспресс-кредитование230,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3832,Экспресс-кредитование,231,Экспресс-кредитование231,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3833,Экспресс-кредитование,232,Экспресс-кредитование232,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3834,Экспресс-кредитование,233,Экспресс-кредитование233,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3835,Экспресс-кредитование,234,Экспресс-кредитование234,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3836,Экспресс-кредитование,235,Экспресс-кредитование235,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3837,Экспресс-кредитование,236,Экспресс-кредитование236,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3838,Экспресс-кредитование,237,Экспресс-кредитование237,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3839,Экспресс-кредитование,238,Экспресс-кредитование238,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3840,Экспресс-кредитование,239,Экспресс-кредитование239,0.18417575056096,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3841,Экспресс-кредитование,240,Экспресс-кредитование240,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3842,Экспресс-кредитование,241,Экспресс-кредитование241,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3843,Экспресс-кредитование,242,Экспресс-кредитование242,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3844,Экспресс-кредитование,243,Экспресс-кредитование243,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
